"SLCO2A1","SLCO2A1_level","la_score"
0,"-",0.70593030364785
1.1945361536712,"+",0.279192989606684
0,"-",0
0.958276947172708,"+",0.756062767475036
1.27610125062386,"+",0.604646423476666
0,"-",0.43346240065213
2.21884704134939,"+",0
0,"-",0
0,"-",0
1.38884979279988,"+",0.756877929488486
1.76880011373128,"+",0
0,"-",0.289382514774811
0,"-",0.2355818218871
0,"-",0
0,"-",0.25962910128388
1.52486783772684,"+",0
0,"-",0.380680660281231
0,"-",0.357652333401264
0,"-",0
0,"-",0
0.534716114571975,"+",0.495618504177705
0,"-",0.384552679845119
0,"-",0.805787650295496
0,"-",0.251273690646016
0,"-",0
0,"-",0.406358263704911
0,"-",0.464846138169961
