"SLCO2A1","SLCO2A1_level","la_score"
1.5724110491452,"+",0.719991848379866
0,"-",0.516608926024047
0,"-",0.905033625433055
0,"-",0.882616670063175
0,"-",0.317709394742205
0,"-",0.811493784389647
0,"-",0.897900957815366
0.841548979198532,"+",0.879152231506012
0.711752846528958,"+",0.865090686773996
0,"-",0.599551660892602
0.710487172812518,"+",0.885877318116976
0.773908537204404,"+",0.878948441002649
0,"-",0.942531078051763
1.70241436889221,"+",0.790299572039943
1.09124471662895,"+",0.930711228856735
0,"-",0.404116568167923
0,"-",0.69309150193601
0,"-",0.837578968820053
0,"-",0.891379661707764
0,"-",0.82290605257795
0.523316903004098,"+",0.907682901976768
0.814768724610891,"+",0.752190747911147
0,"-",0.803342164255146
1.44312147081455,"+",0.863664153250459
0.67986690305448,"+",0.795801915630732
1.37948939428659,"+",0.865905848787446
0,"-",0.845730588954555
