"cytotoxicity_score","inflammatory_score","general_stress_score","PTGDR","PTGDR_level"
0.0731483370740665,0.157281265080367,0.468229578248017,0,"-"
0.144970414201183,0.0639964363933331,0.321772470512483,0,"-"
0.0469802081207917,0.0881992650061249,0.288611818421284,0,"-"
0.421648643134054,0.196740784735885,0.30574823660257,0,"-"
0.173587023056519,0,0.432976263646208,0,"-"
0.674556213017751,0.173577341400943,0.475692920069072,0,"-"
0.291216078351357,0.137087493967853,0.433107969678345,0,"-"
0,0.0173725825012064,0.291377645096145,0,"-"
0.262497449500102,0.0905378818812873,0.463985717212515,0,"-"
0.821260967149561,0.250900181892424,0.386045014194983,2.21957791906369,"+"
0.473474801061008,0.181892423623743,0.354625808528697,0,"-"
0.68746174250153,0.297264189465088,0.445722480756285,0,"-"
0,0.157800957719292,0.333713817426171,0,"-"
0.0559579677616813,0.018894539515201,0.234436737202564,0,"-"
0.311977147520914,0.174913693901036,0.368147627828021,0,"-"
0.68236074270557,0.176658376331712,0.340855211168672,0,"-"
0.483064680677413,0.174950814803816,0.235417215441801,0,"-"
0.470159151193634,0.174542484873232,0.534111862323294,0,"-"
0.434299122628035,0.213853520917629,0.373093921034917,0,"-"
0.526933278922669,0.263892497865548,0.469019814440835,1.62268849008267,"+"
0.628647214854111,0.246779761683804,0.315289606930664,0,"-"
0.520659049173638,0,0.501653642403489,0,"-"
0.403948173842073,0.171461449942463,0.497424415371557,0,"-"
0.629208324831667,0.284791566130888,0.266631545058097,0,"-"
0.462762701489492,0.177697761609562,0.429068984692832,0,"-"
0.713323811467047,0.245220683767029,0.482746509790148,0,"-"
0.108855335645787,0.0781023794498682,0.426303158017971,0,"-"
0.119618445215262,0.163963027580831,0.28139725466093,0,"-"
0.206233421750663,0.177623519804002,0.507902361928176,0,"-"
0,0.119789153272208,0.53611672081248,0,"-"
0.184860232605591,0.087790935075541,0.430371411010624,0,"-"
0.415731483370741,0.257210735365084,0.448824889513273,0,"-"
0.0942154662313814,0.0146998775010208,0.339830830918723,0,"-"
0.44261375229545,0.180704554734771,0.483214797904411,0,"-"
0.472403591103856,0.17851442147073,0.280928966546668,0,"-"
0.289379718424811,0.0914659044507962,0.500907308221383,0,"-"
0.511222199551112,0.179034114109655,0.473468551526327,0,"-"
0.565853907365844,0.223653439251643,0.366479351420962,0,"-"
0.675576412976943,0.185678755707339,0.364503760938918,0,"-"
0.00984492960620282,0.0907977282007498,0.42397635145023,0,"-"
0.261834319526627,0.358625041761016,0.429610442824948,1.56279933612564,"+"
0,0.242473736961283,0.331387010858431,0,"-"
0.388492144460314,0.205575559597609,0.538355723358796,0,"-"
0.613038155478474,0.164482720219756,0.202929727514854,0,"-"
0.325494796980208,0.210995211403541,0.455541897152223,0,"-"
0.266221179351153,0.0756152789635844,0.305440922527585,0,"-"
0.662466843501326,0.33924793050967,0.60520385166974,0,"-"
0.0652417873903285,0.0615464568098296,0.30659700880967,0,"-"
0,0.161216080775084,0.448634647466854,0,"-"
0.158743113650275,0.138275362856825,0.374659759416981,0,"-"
0.449347072026117,0.212145959389732,0.384406005795065,0,"-"
0.443072842277086,0.173503099595382,0.394664442298124,0,"-"
0.640073454397062,0.181706819109841,0.370898820499312,0,"-"
0.191746582330137,0.0844871747280894,0.36833786987444,0,"-"
0.73592124056315,0.158914584802702,0.472092955190681,0,"-"
0.183738012650479,0.292586955714763,0.494146398571721,0,"-"
0.41450724341971,0.284308994394744,0.414039863025727,0,"-"
0.663895123444195,0.229889750918742,0.269294933707964,0,"-"
0.274586819016527,0.178106091540146,0.442298123920742,0,"-"
0.534584778616609,0.180667433831991,0.384640149852197,0,"-"
0.34946949602122,0.213667916403727,0.555667749582931,0,"-"
0.0708528871658845,0.0106536990979621,0.379269470541751,0,"-"
0.337686186492553,0.177066706262296,0.410732578218749,0,"-"
0.098857376045705,0.130145885147927,0.502795094682003,0,"-"
0.462507651499694,0.171350087234122,0.509804782392367,0,"-"
0.465772291369108,0.177846245220684,0.380191412766705,0,"-"
0.429351152825954,0.0904265191729463,0.402259490151316,1.4394888082265,"+"
0.267343399306264,0.103641560562753,0.416073989522053,0,"-"
0.560242807590288,0.181298489179257,0.35573799280007,0,"-"
0.531677208732912,0.0875682096588589,0.37420610530629,0,"-"
0.790399918384003,0.178737146887412,0.465844235665993,0,"-"
0.106814935727403,0,0.413791084965025,0,"-"
0.0400428483982861,0.103047626118267,0.455497995141511,0,"-"
0.129157314833707,0.0849326255614537,0.41809348201481,0,"-"
0.209396041624158,0.123686848064145,0.334065033511868,0,"-"
0.450571311977148,0.0844129329225287,0.477990458629672,0,"-"
0.686390532544379,0.177809124317903,0.298928790938625,0,"-"
0,0.118341438063774,0.370591506424328,0,"-"
0.0681493572740257,0.0619919076431939,0.445678578745573,0,"-"
0.132319934707203,0.114480864174617,0.49853659964293,0,"-"
0.702050601917976,0.1795166858458,0.361430620189071,0,"-"
0.548357478065701,0.15130479973273,0.399098545380045,1.48666297180747,"+"
0.298969598041216,0.322098073425146,0.495478092896655,0,"-"
0.332075086716997,0.124614870633654,0.45358094067375,0,"-"
0.391654764333809,0.119937636883329,0.444800538531331,0,"-"
0.746429300142828,0.185641634804558,0.37651827787046,0,"-"
0.359365435625383,0.331229815509113,0.292606901396084,1.94317229655797,"+"
0.648592124056315,0.234381380155165,0.44288348406357,0,"-"
0.18368700265252,0.0728312112550577,0.36475253899962,0,"-"
0.461538461538462,0.178959872304094,0.433707963824743,0,"-"
0.690828402366864,0.168937228553398,0.420039804489712,0,"-"
0.138747194450112,0.0892757711867553,0.324611467205198,0,"-"
0.347939196082432,0.178031849734586,0.149340006438962,0,"-"
0,0.059913137087494,0.408756987736705,0,"-"
