,p.value,statistic.t,mean_case,mean_control,p.adjust,log2FC
Nutlin.3a...._1047,6.12309281525434e-06,4.6413141844698,47.426474640999,36.2150090140142,2.8445253964536e-05,0.389104897951784
Mirin_1048,0.00310935885255203,2.99251770335791,133.337421368404,111.297234740107,0.00553948882954658,0.260663983681555
PD173074_1049,0.00247177956660601,3.06293215248865,15.5137617038283,13.9026752060376,0.00446868522632712,0.158186028117071
ZM447439_1050,0.00316901374998654,2.98979969487173,9.45193737709806,8.45016683353485,0.00561849297702928,0.161630245779144
MK.2206_1053,3.85954894836856e-07,5.25037180220012,7.06726280593154,5.32570685278496,2.72395089240627e-06,0.408178539311295
Palbociclib_1054,1.15400088131991e-09,6.37154253158426,5.48899080076523,5.10029685316696,3.39586437800749e-08,0.105959702566091
Dactolisib_1057,2.62267895689786e-08,5.84330993970417,0.102282410356425,0.0739072625321078,3.31904543855695e-07,0.468770020648439
Pictilisib_1058,7.21823620613872e-07,5.15230162256485,4.4670326988891,3.16622745286436,4.64753103097002e-06,0.496551916928196
AZD8055_1059,1.33633123349359e-07,5.47323202623543,1.25392734973973,0.953534904110648,1.22608390673036e-06,0.395096109028812
PD0325901_1060,0.000665361980725081,3.47736399791674,0.665935993451372,0.486724883437214,0.0014799263450067,0.452276985904669
Selumetinib_1062,0.0215931038578798,2.31829025301131,15.1828397553474,13.792484677329,0.0320836806309388,0.138559275866595
AZD6482_1066,8.64591484626726e-07,5.15543847921271,14.1139026909843,10.0786887943547,5.18985232965005e-06,0.485809007435986
CCT007093_1067,0.00636678796575312,2.75594528330294,61.1140315508962,57.6175243893433,0.0104780770557462,0.0849959808183866
EHT.1864_1069,0.033934150214227,2.13472363699378,43.1635472693907,40.8584342249462,0.0480842977939047,0.079179515116956
Avagacestat_1072,0.00214646225965735,3.10679039844793,38.2695132870322,37.7437272094666,0.00399873933651902,0.0199586561431503
BMS.536924_1091,0.02509150886887,2.25920313331515,10.3668075655833,9.23282979248341,0.036687584680778,0.167126892067156
AZD4547_1135,8.27765610772168e-06,4.58571851500299,25.1983848288271,18.615474045292,3.57399975474571e-05,0.436828907469487
Capivasertib_1136,8.61634331320555e-08,5.58750400504955,30.7189793945601,19.6503087150395,8.5464810701255e-07,0.64457830680698
