Sender,Metabolite,Metabolite_Name,Receiver,Sensor,Commu_Score,metabolite_prop_in_sender,sensor_prop_in_receiver,Annotation,ztest_stat,ztest_pval,ttest_stat,ttest_pval,ranksum_test_stat,ranksum_test_pval,permutation_test_stat,permutation_test_pval,ztest_fdr,ttest_fdr,ranksum_test_fdr,permutation_test_fdr
Fibro,HMDB0001311,D-Lactic acid,Epi,HCAR1,0.031848332,0.262528217,0.023,Receptor,-526.8324577,0,-16.6515814,1.97E-55,-1.730321351,0.041786439,0,0,0,3.50E-54,0.12528449,0
B,HMDB0001358,Retinal,Myeloid,RARG,0.005517496,0.167833333,0.019333333,Nuclear Receptor,-310.8043581,0,-9.823586217,4.17E-22,-1.730321351,0.041786439,0,0,0,4.17E-21,0.12528449,0
NK,HMDB0001358,Retinal,NK,RARG,0.014750285,0.2615,0.012833333,Nuclear Receptor,-402.0116132,0,-12.70637184,1.07E-34,-1.730321351,0.041786439,0,0,0,1.42E-33,0.12528449,0
pDC,HMDB0001358,Retinal,T,RARG,0.011584196,0.284552846,0.0185,Nuclear Receptor,-159.3874345,0,-5.037754986,2.79E-07,-1.730321351,0.041786439,0,0,0,1.39E-06,0.12528449,0
T,HMDB0001358,Retinal,Myeloid,RARG,0.0105395,0.281666667,0.019333333,Nuclear Receptor,-372.7301226,0,-11.78087243,2.16E-30,-1.730321351,0.041786439,0,0,0,2.65E-29,0.12528449,0
Endo,HMDB0000305,Vitamin A,Myeloid,RARG,0.00112488,0.058376839,0.019333333,Nuclear Receptor,-114.2461089,0,-3.610974143,0.000160106,-1.730321351,0.041786439,0,0,0,0.000610825,0.12528449,0
Endo,HMDB0000305,Vitamin A,Fibro,RARG,0.011409336,0.058376839,0.159819413,Nuclear Receptor,-194.7875497,0,-6.156645615,5.37E-10,-1.730321351,0.041786439,0,0,0,3.25E-09,0.12528449,0
Myeloid,HMDB0000097,Choline,Oligo,SLC44A1,5.436630069,0.719666667,0.80610687,Transporter,-7169.522517,0,-226.6069337,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
Fibro,HMDB0000097,Choline,Oligo,SLC44A1,3.861032039,0.588713318,0.80610687,Transporter,-4965.734719,0,-156.9518634,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
pDC,HMDB0000097,Choline,Mast,SLC44A1,1.907309742,0.826945412,0.270014347,Transporter,-2423.865414,0,-76.61105853,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
pDC,HMDB0000097,Choline,Fibro,SLC44A1,1.68819769,0.826945412,0.345823928,Transporter,-2144.708582,0,-67.78775496,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
Fibro,HMDB0000538,Adenosine triphosphate,Fibro,P2RX2,0.006204036,0.572911964,0.016027088,Receptor,-1957.322753,0,-61.86505536,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
Endo,HMDB0000538,Adenosine triphosphate,Fibro,P2RX2,0.001247453,0.49833887,0.016027088,Receptor,-423.6447352,0,-13.39012943,5.00E-38,-1.730321351,0.041786439,0,0,0,7.02E-37,0.12528449,0
B,HMDB0001311,D-Lactic acid,Epi,HCAR1,0.029132254,0.157166667,0.023,Receptor,-467.9010371,0,-14.78893735,3.35E-45,-1.730321351,0.041786439,0,0,0,5.21E-44,0.12528449,0
B,HMDB0001358,Retinal,NK,RARG,0.008039574,0.167833333,0.012833333,Nuclear Receptor,-353.3488086,0,-11.16828769,1.13E-27,-1.730321351,0.041786439,0,0,0,1.31E-26,0.12528449,0
Epi,HMDB0000097,Choline,Oligo,SLC44A1,1.615929802,0.4765,0.80610687,Transporter,-1931.233516,0,-61.04045344,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
Endo,HMDB0000097,Choline,Oligo,SLC44A1,1.469972087,0.384432843,0.80610687,Transporter,-1562.50032,0,-49.38591177,1.19E-270,-1.730321351,0.041786439,0,0,0,9.27E-269,0.12528449,0
Myeloid,HMDB0000097,Choline,Mast,SLC44A1,1.271155468,0.719666667,0.270014347,Transporter,-2902.981745,0,-91.75447743,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
Myeloid,HMDB0000097,Choline,Myeloid,SLC44A1,0.364775252,0.719666667,0.1435,Transporter,-499.6536578,0,-15.7925417,1.27E-50,-1.730321351,0.041786439,0,0,0,2.11E-49,0.12528449,0
Fibro,HMDB0000097,Choline,Mast,SLC44A1,0.902759968,0.588713318,0.270014347,Transporter,-1798.98981,0,-56.86062968,9.46306377e-316,-1.730321351,0.041786439,0,0,0,9.434560565e-314,0.12528449,0
Fibro,HMDB0000097,Choline,Fibro,SLC44A1,0.799050757,0.588713318,0.345823928,Transporter,-1563.188411,0,-49.40766024,8.71E-271,-1.730321351,0.041786439,0,0,0,6.80E-269,0.12528449,0
Myeloid,HMDB0000097,Choline,Endo,SLC44A1,0.751766136,0.719666667,0.187470337,Transporter,-1258.450155,0,-39.77580517,1.96E-208,-1.730321351,0.041786439,0,0,0,1.08E-206,0.12528449,0
pDC,HMDB0000097,Choline,Oligo,SLC44A1,8.157410918,0.826945412,0.80610687,Transporter,-8543.293589,0,-270.0276845,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
Oligo,HMDB0001358,Retinal,Epi,RARG,0.072050929,0.432061069,0.109166667,Nuclear Receptor,-371.6444778,0,-11.74655848,3.09E-30,-1.730321351,0.041786439,0,0,0,3.78E-29,0.12528449,0
Oligo,HMDB0000305,Vitamin A,NK,RARG,0.043596443,0.14351145,0.012833333,Nuclear Receptor,-250.941947,0,-7.931516361,2.89E-15,-1.730321351,0.041786439,0,0,0,2.31E-14,0.12528449,0
Endo,HMDB0000538,Adenosine triphosphate,Endo,P2RX4,0.006010017,0.49833887,0.070716659,Receptor,-168.4396778,0,-5.323869032,6.27E-08,-1.730321351,0.041786439,0,0,0,3.28E-07,0.12528449,0
Endo,HMDB0000538,Adenosine triphosphate,Mast,P2RX4,0.005739416,0.49833887,0.052223816,Receptor,-168.7740639,0,-5.334437967,5.93E-08,-1.730321351,0.041786439,0,0,0,3.10E-07,0.12528449,0
Fibro,HMDB0000538,Adenosine triphosphate,T,P2RX4,0.025253845,0.572911964,0.048333333,Receptor,-499.0456446,0,-15.77332424,1.62E-50,-1.730321351,0.041786439,0,0,0,2.69E-49,0.12528449,0
Endo,HMDB0000538,Adenosine triphosphate,T,P2RX4,0.005077819,0.49833887,0.048333333,Receptor,-166.2150176,0,-5.253554247,9.12E-08,-1.730321351,0.041786439,0,0,0,4.71E-07,0.12528449,0
Endo,HMDB0000538,Adenosine triphosphate,Oligo,P2RX4,0.004174111,0.49833887,0.051908397,Receptor,-143.3570219,0,-4.531082102,3.29E-06,-1.730321351,0.041786439,0,0,0,1.50E-05,0.12528449,0
Endo,HMDB0000538,Adenosine triphosphate,B,P2RX4,0.003308341,0.49833887,0.030666667,Receptor,-151.3368201,0,-4.783299402,9.92E-07,-1.730321351,0.041786439,0,0,0,4.73E-06,0.12528449,0
Fibro,HMDB0000538,Adenosine triphosphate,B,P2RX4,0.016453584,0.572911964,0.030666667,Receptor,-391.836885,0,-12.38477944,3.56E-33,-1.730321351,0.041786439,0,0,0,4.58E-32,0.12528449,0
Fibro,HMDB0001251,Lanosterol,pDC,HRH2,0.091930431,0.062528217,0.149825784,Receptor,-1125.660261,0,-35.57871805,4.66E-180,-1.730321351,0.041786439,0,0,0,2.22E-178,0.12528449,0
Oligo,HMDB0000305,Vitamin A,Fibro,RARG,0.303469024,0.14351145,0.159819413,Nuclear Receptor,-1380.83835,0,-43.64412607,5.28E-234,-1.730321351,0.041786439,0,0,0,3.38E-232,0.12528449,0
Endo,HMDB0000305,Vitamin A,Epi,RARG,0.005454059,0.058376839,0.109166667,Nuclear Receptor,-149.3193436,0,-4.719533067,1.35E-06,-1.730321351,0.041786439,0,0,0,6.38E-06,0.12528449,0
Endo,HMDB0000305,Vitamin A,Endo,RARG,0.004914729,0.058376839,0.060749881,Nuclear Receptor,-135.2934805,0,-4.276217934,1.04E-05,-1.730321351,0.041786439,0,0,0,4.48E-05,0.12528449,0
Epi,HMDB0000064,Creatine,Fibro,SLC16A12,0.023789923,0.2255,0.018735892,Transporter,-606.8030012,0,-19.17920854,2.38E-70,-1.730321351,0.041786439,0,0,0,5.13E-69,0.12528449,0
pDC,HMDB0000305,Vitamin A,Fibro,RARG,0.042259149,0.039488966,0.159819413,Nuclear Receptor,-285.2325809,0,-9.015339641,4.90E-19,-1.730321351,0.041786439,0,0,0,4.51E-18,0.12528449,0
Oligo,HMDB0000305,Vitamin A,Myeloid,RARG,0.029919898,0.14351145,0.019333333,Nuclear Receptor,-192.2562309,0,-6.07663828,8.72E-10,-1.730321351,0.041786439,0,0,0,5.21E-09,0.12528449,0
Endo,HMDB0000305,Vitamin A,NK,RARG,0.001639068,0.058376839,0.012833333,Nuclear Receptor,-118.8312672,0,-3.755897136,9.14E-05,-1.730321351,0.041786439,0,0,0,0.000358521,0.12528449,0
Oligo,HMDB0000122,D-Glucose,T,SLC2A1,0.049733726,0.508396947,0.033333333,Transporter,-254.9909589,0,-8.059493388,1.09E-15,-1.730321351,0.041786439,0,0,0,8.84E-15,0.12528449,0
Oligo,HMDB0000122,D-Glucose,Mast,SLC2A1,0.021778881,0.508396947,0.013773314,Transporter,-142.4452388,0,-4.502263394,3.76E-06,-1.730321351,0.041786439,0,0,0,1.70E-05,0.12528449,0
Endo,HMDB0000122,D-Glucose,Myeloid,SLC2A1,0.018564655,0.35168486,0.067666667,Transporter,-239.4600154,0,-7.568607214,4.28E-14,-1.730321351,0.041786439,0,0,0,3.24E-13,0.12528449,0
Fibro,HMDB0000122,D-Glucose,Mast,SLC2A1,0.007159489,0.439277652,0.013773314,Transporter,-223.1765015,0,-7.053934563,1.62E-12,-1.730321351,0.041786439,0,0,0,1.12E-11,0.12528449,0
Endo,HMDB0000122,D-Glucose,Mast,SLC2A1,0.004769591,0.35168486,0.013773314,Transporter,-135.6088037,0,-4.286184348,9.97E-06,-1.730321351,0.041786439,0,0,0,4.30E-05,0.12528449,0
pDC,HMDB0000305,Vitamin A,Epi,RARG,0.020201342,0.039488966,0.109166667,Nuclear Receptor,-171.2987676,0,-5.414236218,3.85E-08,-1.730321351,0.041786439,0,0,0,2.05E-07,0.12528449,0
pDC,HMDB0000305,Vitamin A,Endo,RARG,0.018203712,0.039488966,0.060749881,Nuclear Receptor,-158.7443268,0,-5.017428297,3.10E-07,-1.730321351,0.041786439,0,0,0,1.53E-06,0.12528449,0
Endo,HMDB0000122,D-Glucose,T,SLC2A1,0.010891722,0.35168486,0.033333333,Transporter,-181.9166332,0,-5.749834851,5.93E-09,-1.730321351,0.041786439,0,0,0,3.35E-08,0.12528449,0
Mast,HMDB0001311,D-Lactic acid,Epi,HCAR1,0.03237225,0.172740316,0.023,Receptor,-531.9261363,0,-16.81257719,2.39E-56,-1.730321351,0.041786439,0,0,0,4.30E-55,0.12528449,0
Endo,HMDB0000122,D-Glucose,Oligo,SLC2A1,0.033270148,0.35168486,0.13129771,Transporter,-309.9175392,0,-9.795556553,5.37E-22,-1.730321351,0.041786439,0,0,0,5.36E-21,0.12528449,0
Endo,HMDB0000122,D-Glucose,NK,SLC2A1,0.018519093,0.35168486,0.045333333,Transporter,-241.8378915,0,-7.64376469,2.47E-14,-1.730321351,0.041786439,0,0,0,1.89E-13,0.12528449,0
Fibro,HMDB0000122,D-Glucose,Fibro,SLC2A1,0.017808568,0.439277652,0.063656885,Transporter,-336.507266,0,-10.63597744,2.10E-25,-1.730321351,0.041786439,0,0,0,2.32E-24,0.12528449,0
Endo,HMDB0000122,D-Glucose,B,SLC2A1,0.016493559,0.35168486,0.046,Transporter,-224.8632465,0,-7.107247473,1.13E-12,-1.730321351,0.041786439,0,0,0,7.87E-12,0.12528449,0
Fibro,HMDB0000122,D-Glucose,T,SLC2A1,0.016349235,0.439277652,0.033333333,Transporter,-325.8858507,0,-10.30026661,5.14E-24,-1.730321351,0.041786439,0,0,0,5.42E-23,0.12528449,0
Endo,HMDB0000122,D-Glucose,Fibro,SLC2A1,0.011863917,0.35168486,0.063656885,Transporter,-188.8417094,0,-5.968715576,1.66E-09,-1.730321351,0.041786439,0,0,0,9.73E-09,0.12528449,0
Endo,HMDB0001311,D-Lactic acid,Epi,HCAR1,0.02812663,0.196962506,0.023,Receptor,-439.1915196,0,-13.88151629,1.71E-40,-1.730321351,0.041786439,0,0,0,2.49E-39,0.12528449,0
pDC,HMDB0001311,D-Lactic acid,Epi,HCAR1,0.043919751,0.300813008,0.023,Receptor,-736.0962231,0,-23.26577644,2.52E-96,-1.730321351,0.041786439,0,0,0,6.97E-95,0.12528449,0
Myeloid,HMDB0001311,D-Lactic acid,Epi,HCAR1,0.035548117,0.3645,0.023,Receptor,-602.5134743,0,-19.04362956,1.60E-69,-1.730321351,0.041786439,0,0,0,3.41E-68,0.12528449,0
T,HMDB0001311,D-Lactic acid,Epi,HCAR1,0.034644685,0.188166667,0.023,Receptor,-579.5013908,0,-18.31628716,3.87E-65,-1.730321351,0.041786439,0,0,0,7.88E-64,0.12528449,0
NK,HMDB0001311,D-Lactic acid,Epi,HCAR1,0.03291411,0.156333333,0.023,Receptor,-548.6081191,0,-17.33984424,2.19E-59,-1.730321351,0.041786439,0,0,0,4.11E-58,0.12528449,0
Oligo,HMDB0001358,Retinal,Myeloid,RARG,0.014860241,0.432061069,0.019333333,Nuclear Receptor,-149.8749346,0,-4.737093621,1.24E-06,-1.730321351,0.041786439,0,0,0,5.88E-06,0.12528449,0
Oligo,HMDB0001311,D-Lactic acid,Epi,HCAR1,0.097824296,0.500763359,0.023,Receptor,-1783.512498,0,-56.37143861,6.8383047255e-313,-1.730321351,0.041786439,0,0,0,6.657290776868e-311,0.12528449,0
Epi,HMDB0001311,D-Lactic acid,Epi,HCAR1,0.050464076,0.424,0.023,Receptor,-915.5340496,0,-28.93726371,1.61E-134,-1.730321351,0.041786439,0,0,0,5.74E-133,0.12528449,0
Endo,HMDB0000538,Adenosine triphosphate,Epi,P2RX4,0.012565116,0.49833887,0.2195,Receptor,-223.740171,0,-7.071750452,1.44E-12,-1.730321351,0.041786439,0,0,0,9.98E-12,0.12528449,0
Endo,HMDB0000538,Adenosine triphosphate,Fibro,P2RX4,0.008492952,0.49833887,0.127088036,Receptor,-190.2832577,0,-6.01427856,1.27E-09,-1.730321351,0.041786439,0,0,0,7.48E-09,0.12528449,0
Endo,HMDB0000538,Adenosine triphosphate,pDC,P2RX5,0.002535438,0.49833887,0.034843206,Receptor,-137.0778518,0,-4.332616518,8.11E-06,-1.730321351,0.041786439,0,0,0,3.54E-05,0.12528449,0
Endo,HMDB0000538,Adenosine triphosphate,pDC,P2RX4,0.003676017,0.49833887,0.046457607,Receptor,-144.7152166,0,-4.574010532,2.69E-06,-1.730321351,0.041786439,0,0,0,1.23E-05,0.12528449,0
Epi,HMDB0000538,Adenosine triphosphate,B,P2RX5,0.130767187,0.582166667,0.1875,Receptor,-3794.575448,0,-119.9350591,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
Fibro,HMDB0000538,Adenosine triphosphate,B,P2RX5,0.11374433,0.572911964,0.1875,Receptor,-2871.241735,0,-90.75127166,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
Endo,HMDB0000538,Adenosine triphosphate,B,P2RX5,0.022870702,0.49833887,0.1875,Receptor,-483.7551773,0,-15.29003879,7.00E-48,-1.730321351,0.041786439,0,0,0,1.13E-46,0.12528449,0
Epi,HMDB0000538,Adenosine triphosphate,T,P2RX5,0.017451279,0.582166667,0.027666667,Receptor,-658.7278922,0,-20.82039738,1.50E-80,-1.730321351,0.041786439,0,0,0,3.59E-79,0.12528449,0
Endo,HMDB0000673,Linoleic acid,Myeloid,TRPV4,0.029061709,0.589463692,0.043333333,Receptor,-993.3970385,0,-31.39827741,2.09E-151,-1.730321351,0.041786439,0,0,0,8.28E-150,0.12528449,0
Oligo,HMDB0001514,Glucosamine,NK,SLC2A1,0.019069812,0.025954198,0.045333333,Transporter,-126.7249306,0,-4.005391973,3.33E-05,-1.730321351,0.041786439,0,0,0,0.000135986,0.12528449,0
Oligo,HMDB0001514,Glucosamine,pDC,SLC2A1,0.065825011,0.025954198,0.229965157,Transporter,-222.5697273,0,-7.034756266,1.85E-12,-1.730321351,0.041786439,0,0,0,1.28E-11,0.12528449,0
Fibro,HMDB0001514,Glucosamine,pDC,SLC2A1,0.061347806,0.057336343,0.229965157,Transporter,-446.0815825,0,-14.09929035,1.32E-41,-1.730321351,0.041786439,0,0,0,1.95E-40,0.12528449,0
B,HMDB0001358,Retinal,Epi,RARG,0.026751972,0.167833333,0.109166667,Nuclear Receptor,-551.6266142,0,-17.43524974,6.11E-60,-1.730321351,0.041786439,0,0,0,1.15E-58,0.12528449,0
Epi,HMDB0001358,Retinal,NK,RARG,0.026081834,0.596333333,0.012833333,Nuclear Receptor,-547.4540621,0,-17.30336798,3.57E-59,-1.730321351,0.041786439,0,0,0,6.66E-58,0.12528449,0
Oligo,HMDB0001358,Retinal,T,RARG,0.024361311,0.432061069,0.0185,Nuclear Receptor,-186.2372187,0,-5.886395501,2.69E-09,-1.730321351,0.041786439,0,0,0,1.55E-08,0.12528449,0
B,HMDB0001358,Retinal,Endo,RARG,0.024106576,0.167833333,0.060749881,Nuclear Receptor,-409.7580208,0,-12.95121237,7.08E-36,-1.730321351,0.041786439,0,0,0,9.58E-35,0.12528449,0
Oligo,HMDB0001358,Retinal,NK,RARG,0.021652937,0.432061069,0.012833333,Nuclear Receptor,-176.7876981,0,-5.587724718,1.48E-08,-1.730321351,0.041786439,0,0,0,8.18E-08,0.12528449,0
Epi,HMDB0001358,Retinal,Myeloid,RARG,0.017899758,0.596333333,0.019333333,Nuclear Receptor,-440.1469849,0,-13.91171565,1.20E-40,-1.730321351,0.041786439,0,0,0,1.76E-39,0.12528449,0
T,HMDB0001358,Retinal,T,RARG,0.017278053,0.281666667,0.0185,Nuclear Receptor,-445.9162923,0,-14.09406602,1.40E-41,-1.730321351,0.041786439,0,0,0,2.08E-40,0.12528449,0
Epi,HMDB0015531,Iron,pDC,TFRC,1.784009818,0.995,0.217189315,Receptor,-268.9335106,0,-8.500175302,3.41E-17,-1.730321351,0.041786439,0,0,0,2.90E-16,0.12528449,0
Oligo,HMDB0001514,Glucosamine,Myeloid,SLC2A1,0.019116729,0.025954198,0.067666667,Transporter,-126.0654065,0,-3.98454641,3.63E-05,-1.730321351,0.041786439,0,0,0,0.000147757,0.12528449,0
Myeloid,HMDB0000673,Linoleic acid,Myeloid,TRPV4,0.028283054,0.593166667,0.043333333,Receptor,-1000.985093,0,-31.63811288,4.71E-153,-1.730321351,0.041786439,0,0,0,1.89E-151,0.12528449,0
Fibro,HMDB0000673,Linoleic acid,Myeloid,TRPV4,0.02754826,0.603611738,0.043333333,Receptor,-968.1505344,0,-30.60031173,6.33E-146,-1.730321351,0.041786439,0,0,0,2.44E-144,0.12528449,0
Mast,HMDB0000673,Linoleic acid,Myeloid,TRPV4,0.021108856,0.471162123,0.043333333,Receptor,-677.0060274,0,-21.39811398,3.19E-84,-1.730321351,0.041786439,0,0,0,7.85E-83,0.12528449,0
NK,HMDB0001358,Retinal,Endo,RARG,0.044228574,0.2615,0.060749881,Nuclear Receptor,-586.1245394,0,-18.52562487,2.16E-66,-1.730321351,0.041786439,0,0,0,4.48E-65,0.12528449,0
pDC,HMDB0001358,Retinal,Epi,RARG,0.034261377,0.284552846,0.109166667,Nuclear Receptor,-260.2295121,0,-8.225068218,3.02E-16,-1.730321351,0.041786439,0,0,0,2.49E-15,0.12528449,0
pDC,HMDB0001358,Retinal,Endo,RARG,0.030873407,0.284552846,0.060749881,Nuclear Receptor,-231.7015122,0,-7.323384383,2.49E-13,-1.730321351,0.041786439,0,0,0,1.80E-12,0.12528449,0
T,HMDB0001358,Retinal,Fibro,RARG,0.106899151,0.281666667,0.159819413,Nuclear Receptor,-1342.300195,0,-42.42605148,5.06E-226,-1.730321351,0.041786439,0,0,0,3.11E-224,0.12528449,0
Oligo,HMDB0000122,D-Glucose,pDC,SLC2A6,0.247647373,0.508396947,0.195121951,Transporter,-1211.95343,0,-38.30618427,1.46E-198,-1.730321351,0.041786439,0,0,0,7.69E-197,0.12528449,0
Oligo,HMDB0000122,D-Glucose,Mast,SLC2A6,0.271874754,0.508396947,0.156671449,Transporter,-1358.802675,0,-42.94764497,1.90E-229,-1.730321351,0.041786439,0,0,0,1.18E-227,0.12528449,0
Oligo,HMDB0000122,D-Glucose,B,SLC2A6,0.106817318,0.508396947,0.0655,Transporter,-569.8233222,0,-18.01039268,2.56E-63,-1.730321351,0.041786439,0,0,0,5.05E-62,0.12528449,0
pDC,HMDB0001358,Retinal,Myeloid,RARG,0.007066284,0.284552846,0.019333333,Nuclear Receptor,-138.9620808,0,-4.392171301,6.21E-06,-1.730321351,0.041786439,0,0,0,2.74E-05,0.12528449,0
Oligo,HMDB0000122,D-Glucose,Fibro,SLC2A1,0.054172958,0.508396947,0.063656885,Transporter,-272.4750539,0,-8.612112779,1.38E-17,-1.730321351,0.041786439,0,0,0,1.20E-16,0.12528449,0
NK,HMDB0001358,Retinal,Epi,RARB,0.006247689,0.2615,0.0105,Nuclear Receptor,-438.325314,0,-13.85413815,2.35E-40,-1.730321351,0.041786439,0,0,0,3.43E-39,0.12528449,0
B,HMDB0001358,Retinal,Epi,RARB,0.003405274,0.167833333,0.0105,Nuclear Receptor,-325.7930429,0,-10.29733323,5.28E-24,-1.730321351,0.041786439,0,0,0,5.56E-23,0.12528449,0
Oligo,HMDB0000122,D-Glucose,NK,SLC2A1,0.084561791,0.508396947,0.045333333,Transporter,-393.8205858,0,-12.44747822,1.81E-33,-1.730321351,0.041786439,0,0,0,2.34E-32,0.12528449,0
Fibro,HMDB0000122,D-Glucose,Epi,SLC2A1,0.075343939,0.439277652,0.2275,Transporter,-961.8055951,0,-30.39976738,1.51E-144,-1.730321351,0.041786439,0,0,0,5.75E-143,0.12528449,0
Oligo,HMDB0000122,D-Glucose,B,SLC2A1,0.075312806,0.508396947,0.046,Transporter,-360.2365544,0,-11.38598851,1.26E-28,-1.730321351,0.041786439,0,0,0,1.49E-27,0.12528449,0
Endo,HMDB0000122,D-Glucose,pDC,SLC2A1,0.063924045,0.35168486,0.229965157,Transporter,-528.9935651,0,-16.71988748,8.06E-56,-1.730321351,0.041786439,0,0,0,1.44E-54,0.12528449,0
pDC,HMDB0001358,Retinal,Epi,RARB,0.00436115,0.284552846,0.0105,Nuclear Receptor,-205.2924692,0,-6.488674365,6.80E-11,-1.730321351,0.041786439,0,0,0,4.32E-10,0.12528449,0
Oligo,HMDB0001358,Retinal,Fibro,RARB,0.042784498,0.432061069,0.053498871,Nuclear Receptor,-1008.320075,0,-31.86994948,1.20E-154,-1.730321351,0.041786439,0,0,0,4.87E-153,0.12528449,0
T,HMDB0001358,Retinal,Fibro,RARB,0.030344542,0.281666667,0.053498871,Nuclear Receptor,-1399.983169,0,-44.24923591,6.07E-238,-1.730321351,0.041786439,0,0,0,3.96E-236,0.12528449,0
NK,HMDB0001358,Retinal,Fibro,RARB,0.029145402,0.2615,0.053498871,Nuclear Receptor,-1367.981445,0,-43.23775817,2.39E-231,-1.730321351,0.041786439,0,0,0,1.50E-229,0.12528449,0
Endo,HMDB0000122,D-Glucose,Epi,SLC2A9,0.001510299,0.35168486,0.010666667,Transporter,-173.90198,0,-5.496515893,2.46E-08,-1.730321351,0.041786439,0,0,0,1.33E-07,0.12528449,0
Myeloid,HMDB0015531,Iron,Epi,TFRC,1.237035445,1,0.183333333,Receptor,-216.1302231,0,-6.831223005,7.31E-12,-1.730321351,0.041786439,0,0,0,4.87E-11,0.12528449,0
Endo,HMDB0000122,D-Glucose,Epi,SLC2A1,0.050193493,0.35168486,0.2275,Transporter,-475.6359426,0,-15.03341433,1.68E-46,-1.730321351,0.041786439,0,0,0,2.65E-45,0.12528449,0
Oligo,HMDB0000122,D-Glucose,pDC,SLC2A1,0.291889658,0.508396947,0.229965157,Transporter,-1175.951077,0,-37.16825873,7.21E-191,-1.730321351,0.041786439,0,0,0,3.69E-189,0.12528449,0
Oligo,HMDB0000122,D-Glucose,Epi,SLC2A1,0.229193276,0.508396947,0.2275,Transporter,-971.1306458,0,-30.69450405,1.43E-146,-1.730321351,0.041786439,0,0,0,5.52E-145,0.12528449,0
Oligo,HMDB0000122,D-Glucose,Oligo,SLC2A1,0.151917986,0.508396947,0.13129771,Transporter,-645.61179,0,-20.40583704,6.09E-78,-1.730321351,0.041786439,0,0,0,1.42E-76,0.12528449,0
Oligo,HMDB0000122,D-Glucose,Endo,SLC2A1,0.099702858,0.508396947,0.056953014,Transporter,-453.4501287,0,-14.33218782,8.30E-43,-1.730321351,0.041786439,0,0,0,1.25E-41,0.12528449,0
Fibro,HMDB0000122,D-Glucose,pDC,SLC2A1,0.095954458,0.439277652,0.229965157,Transporter,-1009.894101,0,-31.91969969,5.47E-155,-1.730321351,0.041786439,0,0,0,2.22E-153,0.12528449,0
Oligo,HMDB0001251,Lanosterol,Myeloid,HRH2,0.151536344,0.244274809,0.062666667,Receptor,-1286.743724,0,-40.67007937,2.11E-214,-1.730321351,0.041786439,0,0,0,1.21E-212,0.12528449,0
Oligo,HMDB0001251,Lanosterol,T,HRH2,0.100475504,0.244274809,0.026666667,Receptor,-879.8794157,0,-27.81032851,8.04E-127,-1.730321351,0.041786439,0,0,0,2.71E-125,0.12528449,0
pDC,HMDB0001251,Lanosterol,pDC,HRH2,0.093404982,0.033681765,0.149825784,Receptor,-741.2055862,0,-23.42726796,2.19E-97,-1.730321351,0.041786439,0,0,0,6.10E-96,0.12528449,0
Fibro,HMDB0000122,D-Glucose,Epi,SLC2A9,0.002267064,0.439277652,0.010666667,Transporter,-302.0764368,0,-9.547723008,4.92E-21,-1.730321351,0.041786439,0,0,0,4.79E-20,0.12528449,0
Fibro,HMDB0000123,Glycine,Myeloid,SLC36A1,0.009661942,0.332731377,0.068,Transporter,-178.6661436,0,-5.647096701,1.06E-08,-1.730321351,0.041786439,0,0,0,5.91E-08,0.12528449,0
B,HMDB0000123,Glycine,Myeloid,SLC36A1,0.014109076,0.202166667,0.068,Transporter,-392.0047917,0,-12.39008646,3.36E-33,-1.730321351,0.041786439,0,0,0,4.33E-32,0.12528449,0
Endo,HMDB0000123,Glycine,Myeloid,SLC36A1,0.060385958,0.459895586,0.068,Transporter,-2082.852451,0,-65.83266963,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
pDC,HMDB0000123,Glycine,Myeloid,SLC36A1,0.051837951,0.4970964,0.068,Transporter,-1374.994839,0,-43.45943034,8.48E-233,-1.730321351,0.041786439,0,0,0,5.38E-231,0.12528449,0
Myeloid,HMDB0000123,Glycine,Oligo,SLC36A1,0.045599355,0.669333333,0.025954198,Transporter,-639.9443971,0,-20.22670788,8.05E-77,-1.730321351,0.041786439,0,0,0,1.85E-75,0.12528449,0
T,HMDB0015531,Iron,Myeloid,TFRC,2.917116486,0.993,0.445333333,Receptor,-1761.906634,0,-55.68854257,0.00E+00,-1.730321351,0.041786439,0,0,0,6.68E-307,0.12528449,0
B,HMDB0015531,Iron,Myeloid,TFRC,2.837023229,0.995666667,0.445333333,Receptor,-1676.430019,0,-52.98688514,9.35E-293,-1.730321351,0.041786439,0,0,0,8.17E-291,0.12528449,0
Myeloid,HMDB0015531,Iron,pDC,TFRC,2.220160427,1,0.217189315,Receptor,-418.6697421,0,-13.23288494,2.99E-37,-1.730321351,0.041786439,0,0,0,4.14E-36,0.12528449,0
