Sender,Metabolite,Metabolite_Name,Receiver,Sensor,Commu_Score,metabolite_prop_in_sender,sensor_prop_in_receiver,Annotation,ztest_stat,ztest_pval,ttest_stat,ttest_pval,ranksum_test_stat,ranksum_test_pval,permutation_test_stat,permutation_test_pval,ztest_fdr,ttest_fdr,ranksum_test_fdr,permutation_test_fdr
pDC,HMDB0001358,Retinal,Epi,RXRA,0.083400922,0.284552846,0.236666667,Nuclear Receptor,-262.7787062,0,-8.30564054,1.60E-16,-1.730321351,0.041786439,0,0,0,1.33E-15,0.12528449,0
NK,HMDB0001358,Retinal,Oligo,RXRA,0.037467532,0.2615,0.05648855,Nuclear Receptor,-324.166797,0,-10.24593252,8.55E-24,-1.730321351,0.041786439,0,0,0,8.96E-23,0.12528449,0
B,HMDB0001358,Retinal,Epi,RXRA,0.065121115,0.167833333,0.236666667,Nuclear Receptor,-589.0941259,0,-18.61948452,5.89E-67,-1.730321351,0.041786439,0,0,0,1.23E-65,0.12528449,0
B,HMDB0001358,Retinal,Mast,RXRA,0.018815253,0.167833333,0.037015782,Nuclear Receptor,-356.3136234,0,-11.26199652,4.40E-28,-1.730321351,0.041786439,0,0,0,5.14E-27,0.12528449,0
Oligo,HMDB0001358,Retinal,T,RXRA,0.029608635,0.432061069,0.025166667,Nuclear Receptor,-138.7979598,0,-4.386983933,6.36E-06,-1.730321351,0.041786439,0,0,0,2.80E-05,0.12528449,0
NK,HMDB0001358,Retinal,NK,RXRA,0.030451037,0.2615,0.027333333,Nuclear Receptor,-416.4560816,0,-13.16291782,6.59E-37,-1.730321351,0.041786439,0,0,0,9.07E-36,0.12528449,0
Epi,HMDB0001358,Retinal,T,RXRA,0.035664793,0.596333333,0.025166667,Nuclear Receptor,-451.011273,0,-14.25510296,2.08E-42,-1.730321351,0.041786439,0,0,0,3.11E-41,0.12528449,0
NK,HMDB0001358,Retinal,Epi,RXRA,0.119478354,0.2615,0.236666667,Nuclear Receptor,-853.0871428,0,-26.96350576,4.63E-121,-1.730321351,0.041786439,0,0,0,1.51E-119,0.12528449,0
pDC,HMDB0001358,Retinal,Fibro,RXRA,0.057327641,0.284552846,0.140406321,Nuclear Receptor,-213.1221323,0,-6.736146346,1.37E-11,-1.730321351,0.041786439,0,0,0,9.01E-11,0.12528449,0
B,HMDB0001358,Retinal,Oligo,RXRA,0.020421502,0.167833333,0.05648855,Nuclear Receptor,-261.7048334,0,-8.271698666,2.09E-16,-1.730321351,0.041786439,0,0,0,1.74E-15,0.12528449,0
Epi,HMDB0000234,Testosterone,Fibro,AR,0.273080394,0.433666667,0.13972912,Nuclear Receptor,-5543.934553,0,-175.2270123,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
Oligo,HMDB0000234,Testosterone,pDC,AR,0.144780854,0.329770992,0.068524971,Nuclear Receptor,-1071.178064,0,-33.85670051,2.78E-168,-1.730321351,0.041786439,0,0,0,1.23E-166,0.12528449,0
Epi,HMDB0000234,Testosterone,pDC,AR,0.139953966,0.433666667,0.068524971,Nuclear Receptor,-1218.674288,0,-38.51861025,5.40E-200,-1.730321351,0.041786439,0,0,0,2.87E-198,0.12528449,0
Myeloid,HMDB0000234,Testosterone,Fibro,AR,0.145770449,0.311,0.13972912,Nuclear Receptor,-2802.398381,0,-88.57534134,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
Endo,HMDB0000067,Cholesterol,Fibro,RORB,0.075077417,0.257712387,0.029345372,Nuclear Receptor,-1138.324751,0,-35.97900429,8.71E-183,-1.730321351,0.041786439,0,0,0,4.22E-181,0.12528449,0
Epi,HMDB0001358,Retinal,Mast,RXRA,0.061040093,0.596333333,0.037015782,Nuclear Receptor,-544.7820599,0,-17.21891407,1.10E-58,-1.730321351,0.041786439,0,0,0,2.04E-57,0.12528449,0
Epi,HMDB0001358,Retinal,Oligo,RXRA,0.066251055,0.596333333,0.05648855,Nuclear Receptor,-419.0125471,0,-13.24371997,2.64E-37,-1.730321351,0.041786439,0,0,0,3.67E-36,0.12528449,0
pDC,HMDB0001358,Retinal,Myeloid,RXRA,0.121701661,0.284552846,0.3015,Nuclear Receptor,-330.3424128,0,-10.44112506,1.36E-24,-1.730321351,0.041786439,0,0,0,1.46E-23,0.12528449,0
Mast,HMDB0000286,Uridine diphosphate glucose,Mast,P2RY14,1.987417776,0.33830703,0.139454806,Receptor,-1986.701083,0,-62.79361557,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
B,HMDB0000148,L-Glutamic acid,Oligo,TRPV1,0.001025475,0.388,0.018320611,Receptor,-68.85604343,0,-2.176331385,0.014882081,-1.730321351,0.041786439,0,0,0,0.043879999,0.12528449,0
Epi,HMDB0001358,Retinal,NK,RXRA,0.053844308,0.596333333,0.027333333,Nuclear Receptor,-540.2156201,0,-17.07458271,7.50E-58,-1.730321351,0.041786439,0,0,0,1.38E-56,0.12528449,0
B,HMDB0000148,L-Glutamic acid,pDC,TRPV1,0.0006345,0.388,0.013937282,Receptor,-70.51049206,0,-2.228623505,0.013030412,-1.730321351,0.041786439,0,0,0,0.038996984,0.12528449,0
Epi,HMDB0000244,Riboflavin,pDC,SLC52A2,0.399004143,0.629833333,0.152148664,Transporter,-143.7263337,0,-4.542754934,3.12E-06,-1.730321351,0.041786439,0,0,0,1.42E-05,0.12528449,0
NK,HMDB0000286,Uridine diphosphate glucose,pDC,P2RY14,1.757784832,0.220833333,0.261324042,Receptor,-906.6647404,0,-28.65693165,1.33E-132,-1.730321351,0.041786439,0,0,0,4.68E-131,0.12528449,0
Epi,HMDB0000244,Riboflavin,NK,SLC52A2,0.35064809,0.629833333,0.082166667,Transporter,-156.3750057,0,-4.94254122,4.52E-07,-1.730321351,0.041786439,0,0,0,2.21E-06,0.12528449,0
Myeloid,HMDB0000244,Riboflavin,T,SLC52A2,0.615365206,0.77,0.076,Transporter,-693.722914,0,-21.92648423,1.30E-87,-1.730321351,0.041786439,0,0,0,3.34E-86,0.12528449,0
pDC,HMDB0000305,Vitamin A,Epi,RBP1,0.020477649,0.039488966,0.081,Transporter,-106.5415735,0,-3.36745707,0.000393795,-1.726860708,0.042096341,1,0.001,0,0.001434582,0.12528449,0.002459504
pDC,HMDB0000034,Adenine,pDC,SLC29A3,0.288927617,0.838559814,0.039488966,Transporter,-120.6824766,0,-3.814408269,7.24E-05,-1.726860708,0.042096341,1,0.001,0,0.000286548,0.12528449,0.002459504
Endo,HMDB0000067,Cholesterol,Mast,LDLR,0.213019881,0.257712387,0.055380201,Receptor,-114.0086262,0,-3.603468033,0.000164742,-1.726860708,0.042096341,1,0.001,0,0.000627643,0.12528449,0.002459504
pDC,HMDB0000305,Vitamin A,Myeloid,RBP1,0.016883457,0.039488966,0.062,Transporter,-100.2238028,0,-3.167771437,0.000791369,-1.726860708,0.042096341,1,0.001,0,0.002793165,0.12528449,0.002459504
Myeloid,HMDB0000660,D-Fructose,Oligo,SLC2A8,0.093704968,0.585333333,0.083969466,Transporter,-90.86050006,0,-2.871825741,0.002083675,-1.726860708,0.042096341,1,0.001,0,0.007011248,0.12528449,0.002459504
Myeloid,HMDB0000034,Adenine,pDC,SLC29A3,0.28623848,0.805833333,0.039488966,Transporter,-119.6443843,0,-3.78159731,8.25E-05,-1.726860708,0.042096341,1,0.001,0,0.000325075,0.12528449,0.002459504
Epi,HMDB0003073,gamma-Linolenic acid,Oligo,SLC27A5,0.067071977,0.180333333,0.103816794,Transporter,-122.3361932,0,-3.866677253,5.87E-05,-1.726860708,0.042096341,1,0.001,0,0.000234499,0.12528449,0.002459504
pDC,HMDB0000305,Vitamin A,T,RARG,0.006830324,0.039488966,0.0185,Nuclear Receptor,-104.3066818,0,-3.2968189,0.000506156,-1.726860708,0.042096341,1,0.001,0,0.001821261,0.12528449,0.002459504
pDC,HMDB0000277,Sphingosine 1-phosphate,Endo,S1PR5,0.021687808,0.174216028,0.012814428,Receptor,-101.7347502,0,-3.215527915,0.000671913,-1.726860708,0.042096341,1,0.001,0,0.002390661,0.12528449,0.002459504
Epi,HMDB0000220,Palmitic acid,Epi,SLC27A5,0.02957186,0.498833333,0.0845,Transporter,-103.2011142,0,-3.26187525,0.000572121,-1.726860708,0.042096341,1,0.001,0,0.002049702,0.12528449,0.002459504
T,HMDB0000030,Biotin,T,SLC5A6,0.02096401,0.036333333,0.023166667,Transporter,-95.28147902,0,-3.011559522,0.001332248,-1.726860708,0.042096341,1,0.001,0,0.004577745,0.12528449,0.002459504
Fibro,HMDB0000123,Glycine,pDC,GRIN1,0.002594154,0.332731377,0.016260163,Receptor,-128.9772515,0,-4.076581031,2.47E-05,-1.726860708,0.042096341,1,0.001,0,0.000102096,0.12528449,0.002459504
Fibro,HMDB0001220,Prostaglandin E2,Fibro,PTGER2,0.573539338,0.788036117,0.078329571,Receptor,-98.61564788,0,-3.116942521,0.000939795,-1.726860708,0.042096341,1,0.001,0,0.003283431,0.12528449,0.002459504
Fibro,HMDB0002925,Dihomo-gamma-linolenic acid,Oligo,SLC27A5,0.065904453,0.142889391,0.103816794,Transporter,-116.0391769,0,-3.667647603,0.000128853,-1.726860708,0.042096341,1,0.001,0,0.00049773,0.12528449,0.002459504
Mast,HMDB0000067,Cholesterol,Epi,RORB,0.014527111,0.101865136,0.017833333,Nuclear Receptor,-107.3857244,0,-3.394138126,0.000357753,-1.726860708,0.042096341,1,0.001,0,0.001309624,0.12528449,0.002459504
NK,HMDB0002925,Dihomo-gamma-linolenic acid,Oligo,SLC27A5,0.06599043,0.078166667,0.103816794,Transporter,-117.7722426,0,-3.722424569,0.000104169,-1.726860708,0.042096341,1,0.001,0,0.000406603,0.12528449,0.002459504
pDC,HMDB0000305,Vitamin A,B,RARA,0.024439998,0.039488966,0.061,Nuclear Receptor,-106.2973277,0,-3.359737198,0.000404836,-1.726860708,0.042096341,1,0.001,0,0.001472536,0.12528449,0.002459504
pDC,HMDB0000305,Vitamin A,NK,RARA,0.019322865,0.039488966,0.042,Nuclear Receptor,-98.57230115,0,-3.115572461,0.000944129,-1.726860708,0.042096341,1,0.001,0,0.003297181,0.12528449,0.002459504
Oligo,HMDB0001514,Glucosamine,Mast,SLC2A1,0.004911428,0.025954198,0.013773314,Transporter,-93.0702562,0,-2.941669453,0.001669917,-1.726860708,0.042096341,1,0.001,0,0.005675556,0.12528449,0.002459504
pDC,HMDB0000277,Sphingosine 1-phosphate,T,S1PR5,0.025306959,0.174216028,0.0115,Receptor,-110.4281234,0,-3.490299163,0.000251777,-1.726860708,0.042096341,1,0.001,0,0.000938917,0.12528449,0.002459504
pDC,HMDB0000517,L-Arginine,Epi,SLC7A2,0.020621666,0.069686411,0.094,Transporter,-112.5344738,0,-3.556874534,0.000196453,-1.726860708,0.042096341,1,0.001,0,0.000741289,0.12528449,0.002459504
pDC,HMDB0000806,Myristic acid,Epi,SLC27A2,0.017282499,0.039488966,0.069166667,Transporter,-114.1433563,0,-3.607726446,0.000162097,-1.726860708,0.042096341,1,0.001,0,0.000617921,0.12528449,0.002459504
pDC,HMDB0000112,gamma-Aminobutyric acid,Endo,GABBR1,0.109553419,0.534262485,0.045562411,Receptor,-106.3200884,0,-3.360456595,0.000403795,-1.726860708,0.042096341,1,0.001,0,0.001468912,0.12528449,0.002459504
Epi,HMDB0002925,Dihomo-gamma-linolenic acid,Oligo,SLC27A5,0.067071977,0.180333333,0.103816794,Transporter,-122.3361932,0,-3.866677253,5.87E-05,-1.726860708,0.042096341,1,0.001,0,0.000234499,0.12528449,0.002459504
Endo,HMDB0006219,13-cis-Retinoic acid,Epi,RXRG,0.019080339,0.2078785,0.011166667,Nuclear Receptor,-129.040962,0,-4.078594726,2.45E-05,-1.726860708,0.042096341,1,0.001,0,0.000101256,0.12528449,0.002459504
T,HMDB0000286,Uridine diphosphate glucose,Fibro,P2RY14,0.34226359,0.275333333,0.04221219,Receptor,-118.3104326,0,-3.739435131,9.75E-05,-1.726860708,0.042096341,1,0.001,0,0.000381668,0.12528449,0.002459504
pDC,HMDB0000305,Vitamin A,Epi,RBP4,0.006563818,0.039488966,0.029666667,Transporter,-102.7040202,0,-3.246163611,0.0006043,-1.726860708,0.042096341,1,0.001,0,0.002158977,0.12528449,0.002459504
pDC,HMDB0000660,D-Fructose,NK,SLC2A8,0.082945583,0.68524971,0.0215,Transporter,-117.2305259,0,-3.705302542,0.000111361,-1.726860708,0.042096341,1,0.001,0,0.000433552,0.12528449,0.002459504
NK,HMDB0001388,alpha-Linolenic acid,Oligo,SLC27A5,0.058834441,0.3295,0.103816794,Transporter,-127.4784994,0,-4.029210007,3.01E-05,-1.726860708,0.042096341,1,0.001,0,0.000123651,0.12528449,0.002459504
T,HMDB0001256,Spermine,Epi,SLC22A4,0.041001638,0.231833333,0.014666667,Transporter,-103.9998711,0,-3.287121541,0.000523718,-1.726860708,0.042096341,1,0.001,0,0.001881179,0.12528449,0.002459504
pDC,HMDB0000277,Sphingosine 1-phosphate,pDC,S1PR2,0.015441765,0.174216028,0.012775842,Receptor,-97.32755262,0,-3.076229723,0.00107671,-1.726860708,0.042096341,1,0.001,0,0.003736538,0.12528449,0.002459504
NK,HMDB0000067,Cholesterol,Epi,RORB,0.014238944,0.0935,0.017833333,Nuclear Receptor,-101.0482749,0,-3.193830507,0.000723955,-1.726860708,0.042096341,1,0.001,0,0.002569199,0.12528449,0.002459504
B,HMDB0000053,Androstenedione,Fibro,AR,0.025271692,0.064333333,0.13972912,Nuclear Receptor,-101.5772508,0,-3.210549836,0.000683538,-1.726860708,0.042096341,1,0.001,0,0.002430978,0.12528449,0.002459504
T,HMDB0000517,L-Arginine,Endo,AVPR2,0.00831014,0.039333333,0.067869008,Receptor,-120.8488768,0,-3.819667676,7.09E-05,-1.726860708,0.042096341,1,0.001,0,0.000280895,0.12528449,0.002459504
Fibro,HMDB0000067,Cholesterol,Fibro,RORB,0.014638828,0.17020316,0.029345372,Nuclear Receptor,-98.33291313,0,-3.10800613,0.000968398,-1.726860708,0.042096341,1,0.001,0,0.003374812,0.12528449,0.002459504
pDC,HMDB0000305,Vitamin A,NK,RARG,0.006070961,0.039488966,0.012833333,Nuclear Receptor,-99.08251162,0,-3.131698672,0.000894262,-1.726860708,0.042096341,1,0.001,0,0.003135601,0.12528449,0.002459504
Endo,HMDB0001220,Prostaglandin E2,T,PTGER2,0.57995589,0.637399146,0.080166667,Receptor,-109.6937747,0,-3.46708862,0.000274268,-1.726860708,0.042096341,1,0.001,0,0.001017172,0.12528449,0.002459504
T,HMDB0000030,Biotin,Myeloid,SLC5A6,0.022143342,0.036333333,0.047666667,Transporter,-109.2129462,0,-3.451891085,0.000289995,-1.726860708,0.042096341,1,0.001,0,0.001072374,0.12528449,0.002459504
Fibro,HMDB0000294,Urea,NK,SLC14A1,0.004157596,0.034988713,0.016166667,Transporter,-100.6181894,0,-3.180236804,0.00075843,-1.726860708,0.042096341,1,0.001,0,0.002685786,0.12528449,0.002459504
Myeloid,HMDB0001220,Prostaglandin E2,Myeloid,PTGER2,0.572580547,0.756833333,0.119,Receptor,-114.0511565,0,-3.604812289,0.000163903,-1.726860708,0.042096341,1,0.001,0,0.000624661,0.12528449,0.002459504
Fibro,HMDB0000827,Stearic acid,Oligo,SLC27A5,0.053805294,0.145146727,0.103816794,Transporter,-120.7541597,0,-3.816673957,7.18E-05,-1.726860708,0.042096341,1,0.001,0,0.000284172,0.12528449,0.002459504
Endo,HMDB0002369,9-cis-Retinoic acid,Epi,RXRG,0.019080339,0.2078785,0.011166667,Nuclear Receptor,-129.040962,0,-4.078594726,2.45E-05,-1.726860708,0.042096341,1,0.001,0,0.000101256,0.12528449,0.002459504
Oligo,HMDB0000133,Guanosine,Oligo,SLC29A1,0.006827688,0.322137405,0.010687023,Transporter,-79.95404791,0,-2.527105758,0.005827026,-1.726860708,0.042096341,1,0.001,0,0.018388271,0.12528449,0.002459504
pDC,HMDB0000673,Linoleic acid,Mast,SLC27A5,0.041308724,0.730545877,0.028981349,Transporter,-103.2987273,0,-3.264960506,0.000565991,-1.726860708,0.042096341,1,0.001,0,0.00202884,0.12528449,0.002459504
Fibro,HMDB0003550,Calcidiol,Myeloid,VDR,0.019410415,0.025733634,0.125833333,Nuclear Receptor,-107.9489909,0,-3.411941279,0.000335437,-1.726860708,0.042096341,1,0.001,0,0.001231475,0.12528449,0.002459504
pDC,HMDB0000277,Sphingosine 1-phosphate,Myeloid,S1PR1,0.019132865,0.174216028,0.019833333,Receptor,-101.1035016,0,-3.195576056,0.000719635,-1.726860708,0.042096341,1,0.001,0,0.00255414,0.12528449,0.002459504
NK,HMDB0000827,Stearic acid,Oligo,SLC27A5,0.052890773,0.078333333,0.103816794,Transporter,-117.4994822,0,-3.713803438,0.000107734,-1.726860708,0.042096341,1,0.001,0,0.000419924,0.12528449,0.002459504
pDC,HMDB0000207,Oleic acid,Fibro,SLC27A5,0.040178807,0.259001161,0.068171558,Transporter,-120.9027395,0,-3.821370114,7.05E-05,-1.726860708,0.042096341,1,0.001,0,0.000279057,0.12528449,0.002459504
NK,HMDB0015531,Iron,pDC,TFRC,1.275675565,0.992166667,0.217189315,Receptor,-94.54014757,0,-2.988128276,0.001437773,-1.726860708,0.042096341,1,0.001,0,0.004925901,0.12528449,0.002459504
Fibro,HMDB0000034,Adenine,Endo,SLC35F5,0.544435577,0.670880361,0.090650214,Transporter,-111.7552704,0,-3.532246269,0.000215439,-1.726860708,0.042096341,1,0.001,0,0.000809333,0.12528449,0.002459504
Mast,HMDB0000286,Uridine diphosphate glucose,B,P2RY14,0.340787439,0.33830703,0.022166667,Receptor,-122.267534,0,-3.864507144,5.92E-05,-1.726860708,0.042096341,1,0.001,0,0.000236391,0.12528449,0.002459504
pDC,HMDB0000292,Xanthine,Epi,ADORA1,0.025650517,0.18815331,0.043666667,Receptor,-138.3342398,0,-4.372327143,6.79E-06,-1.726860708,0.042096341,1,0.001,0,2.98E-05,0.12528449,0.002459504
Endo,HMDB0000034,Adenine,Endo,SLC35F5,0.541308134,0.562885619,0.090650214,Transporter,-106.8931281,0,-3.378568648,0.000378393,-1.726860708,0.042096341,1,0.001,0,0.001381819,0.12528449,0.002459504
NK,HMDB0003073,gamma-Linolenic acid,Oligo,SLC27A5,0.06599043,0.078166667,0.103816794,Transporter,-117.7722426,0,-3.722424569,0.000104169,-1.726860708,0.042096341,1,0.001,0,0.000406603,0.12528449,0.002459504
Fibro,HMDB0003073,gamma-Linolenic acid,Oligo,SLC27A5,0.065904453,0.142889391,0.103816794,Transporter,-116.0391769,0,-3.667647603,0.000128853,-1.726860708,0.042096341,1,0.001,0,0.00049773,0.12528449,0.002459504
B,HMDB0000089,Cytidine,Mast,SLC29A1,0.053395385,0.302,0.035868006,Transporter,-104.2036581,0,-3.293562632,0.000511992,-1.726860708,0.042096341,1,0.001,0,0.001841657,0.12528449,0.002459504
Epi,HMDB0000034,Adenine,pDC,SLC29A3,0.272847816,0.760666667,0.039488966,Transporter,-107.058776,0,-3.383804278,0.000371332,-1.726860708,0.042096341,1,0.001,0,0.001357381,0.12528449,0.002459504
Epi,HMDB0000827,Stearic acid,Oligo,SLC27A5,0.053827515,0.180833333,0.103816794,Transporter,-122.3281898,0,-3.866424289,5.88E-05,-1.726860708,0.042096341,1,0.001,0,0.00023471,0.12528449,0.002459504
NK,HMDB0000641,L-Glutamine,Oligo,SLC38A3,0.05392199,0.1745,0.032061069,Transporter,-177.1017557,0,-5.597651131,1.40E-08,-1.726860708,0.042096341,1,0.001,0,7.75E-08,0.12528449,0.002459504
pDC,HMDB0000305,Vitamin A,Myeloid,RARG,0.004166453,0.039488966,0.019333333,Nuclear Receptor,-89.82989814,0,-2.83925153,0.002306823,-1.723400065,0.042408102,2,0.002,0,0.007723633,0.12528449,0.004865143
Myeloid,HMDB0002369,9-cis-Retinoic acid,pDC,RXRB,0.264334582,0.360333333,0.068524971,Nuclear Receptor,-103.2683297,0,-3.263999728,0.000567893,-1.723400065,0.042408102,2,0.002,0,0.002034777,0.12528449,0.004865143
Myeloid,HMDB0001852,all-trans-Retinoic acid,pDC,RXRB,0.263925139,0.360333333,0.068524971,Nuclear Receptor,-105.4491816,0,-3.332929863,0.000445451,-1.723400065,0.042408102,2,0.002,0,0.001612194,0.12528449,0.004865143
Epi,HMDB0001311,D-Lactic acid,Myeloid,SLC16A1,0.147318859,0.424,0.05,Transporter,-108.5255388,0,-3.430164215,0.000313943,-1.723400065,0.042408102,2,0.002,0,0.001155641,0.12528449,0.004865143
B,HMDB0000294,Urea,NK,SLC14A1,0.00418884,0.024666667,0.016166667,Transporter,-108.6119868,0,-3.432896576,0.000310833,-1.723400065,0.042408102,2,0.002,0,0.001145212,0.12528449,0.004865143
Myeloid,HMDB0000097,Choline,Fibro,SLC44A4,0.052729725,0.719666667,0.024153499,Transporter,-113.6366212,0,-3.591710079,0.000172258,-1.723400065,0.042408102,2,0.002,0,0.000654844,0.12528449,0.004865143
Myeloid,HMDB0006219,13-cis-Retinoic acid,pDC,RXRB,0.264334582,0.360333333,0.068524971,Nuclear Receptor,-103.2683297,0,-3.263999728,0.000567893,-1.723400065,0.042408102,2,0.002,0,0.002034777,0.12528449,0.004865143
pDC,HMDB0000305,Vitamin A,Endo,RBP4,0.004258526,0.039488966,0.012814428,Transporter,-88.03424548,0,-2.782496377,0.002747945,-1.723400065,0.042408102,2,0.002,0,0.009092971,0.12528449,0.004865143
Fibro,HMDB0000292,Xanthine,Epi,ADORA1,0.02243888,0.19503386,0.043666667,Receptor,-104.3838427,0,-3.299257722,0.000501827,-1.723400065,0.042408102,2,0.002,0,0.00180627,0.12528449,0.004865143
pDC,HMDB0000112,gamma-Aminobutyric acid,Fibro,GABRB2,0.02627222,0.534262485,0.013544018,Receptor,-117.9555646,0,-3.728218824,0.000101836,-1.723400065,0.042408102,2,0.002,0,0.000398152,0.12528449,0.004865143
NK,HMDB0000169,D-Mannose,B,SLC2A3,0.354598659,0.246166667,0.3645,Transporter,-90.28311502,0,-2.853576345,0.002206149,-1.723400065,0.042408102,2,0.002,0,0.007402284,0.12528449,0.004865143
T,HMDB0000220,Palmitic acid,T,SLC27A5,0.029712945,0.3925,0.033666667,Transporter,-97.67462857,0,-3.087199745,0.00103812,-1.723400065,0.042408102,2,0.002,0,0.003608293,0.12528449,0.004865143
pDC,HMDB0001388,alpha-Linolenic acid,Endo,SLC27A5,0.0462022,0.734030197,0.041290935,Transporter,-105.14591,0,-3.323344365,0.00046087,-1.723400065,0.042408102,2,0.002,0,0.001665917,0.12528449,0.004865143
Epi,HMDB0000112,gamma-Aminobutyric acid,B,GABBR1,0.090006375,0.745333333,0.013166667,Receptor,-95.39393758,0,-3.015113997,0.001316874,-1.723400065,0.042408102,2,0.002,0,0.004527726,0.12528449,0.004865143
Mast,HMDB0000112,gamma-Aminobutyric acid,Fibro,SLC6A6,0.396009374,0.827833572,0.070428894,Transporter,-85.80704384,0,-2.712101266,0.003400322,-1.723400065,0.042408102,2,0.002,0,0.011106241,0.12528449,0.004865143
pDC,HMDB0000277,Sphingosine 1-phosphate,Fibro,S1PR5,0.015669337,0.174216028,0.011286682,Receptor,-91.84036732,0,-2.902796383,0.001889889,-1.723400065,0.042408102,2,0.002,0,0.006389065,0.12528449,0.004865143
Endo,HMDB0006247,25-Hydroxycholesterol,Fibro,NR1H3,0.04106715,0.019458946,0.123250564,Nuclear Receptor,-98.21107904,0,-3.104155323,0.000980968,-1.723400065,0.042408102,2,0.002,0,0.00341646,0.12528449,0.004865143
Myeloid,HMDB0000067,Cholesterol,Oligo,RORA,0.519439434,0.565,0.067175573,Nuclear Receptor,-112.4557031,0,-3.554384828,0.000198298,-1.723400065,0.042408102,2,0.002,0,0.000747316,0.12528449,0.004865143
pDC,HMDB0000673,Linoleic acid,Endo,SLC27A5,0.042558946,0.730545877,0.041290935,Transporter,-96.78719009,0,-3.059150497,0.001139419,-1.723400065,0.042408102,2,0.002,0,0.003945059,0.12528449,0.004865143
pDC,HMDB0000286,Uridine diphosphate glucose,pDC,P2RY14,0.416851794,0.239256678,0.261324042,Receptor,-93.74499564,0,-2.962995927,0.001559409,-1.723400065,0.042408102,2,0.002,0,0.005317445,0.12528449,0.004865143
Myeloid,HMDB0000517,L-Arginine,B,SLC7A1,0.031130058,0.255666667,0.016333333,Transporter,-91.26299265,0,-2.884547315,0.002001989,-1.723400065,0.042408102,2,0.002,0,0.006748048,0.12528449,0.004865143
Myeloid,HMDB0000517,L-Arginine,NK,SLC7A1,0.031884533,0.255666667,0.015,Transporter,-102.4749578,0,-3.238923641,0.000619685,-1.723400065,0.042408102,2,0.002,0,0.002212446,0.12528449,0.004865143
T,HMDB0000030,Biotin,pDC,SLC5A6,0.028361351,0.036333333,0.041811847,Transporter,-125.9017376,0,-3.979373333,3.70E-05,-1.723400065,0.042408102,2,0.002,0,0.000150883,0.12528449,0.004865143
pDC,HMDB0001256,Spermine,Endo,SLC22A4,0.050835364,0.355400697,0.013289037,Transporter,-95.13834618,0,-3.007035526,0.001352053,-1.719939422,0.042721727,3,0.003,0,0.004643868,0.12528449,0.007237082
Endo,HMDB0000169,D-Mannose,B,SLC2A1,0.064441521,0.416706217,0.046,Transporter,-98.15416547,0,-3.102356457,0.000986891,-1.719939422,0.042721727,3,0.003,0,0.003436004,0.12528449,0.007237082
T,HMDB0000034,Adenine,pDC,SLC29A3,0.262187817,0.667666667,0.039488966,Transporter,-97.3145404,0,-3.075818446,0.001078182,-1.719939422,0.042721727,3,0.003,0,0.003741254,0.12528449,0.007237082
pDC,HMDB0000067,Cholesterol,T,RORA,0.499681107,0.137049942,0.3265,Nuclear Receptor,-86.89140554,0,-2.746374662,0.003067043,-1.719939422,0.042721727,3,0.003,0,0.010088354,0.12528449,0.007237082
Oligo,HMDB0000067,Cholesterol,Mast,LDLR,0.238755493,0.396946565,0.055380201,Receptor,-109.8266419,0,-3.471288151,0.000270064,-1.719939422,0.042721727,3,0.003,0,0.001002932,0.12528449,0.007237082
Endo,HMDB0000641,L-Glutamine,Fibro,SLC1A5,0.808697705,0.38822971,0.198871332,Transporter,-84.65952694,0,-2.675831726,0.003788185,-1.719939422,0.042721727,3,0.003,0,0.012303889,0.12528449,0.007237082
Fibro,HMDB0000660,D-Fructose,Mast,SLC2A8,0.076838923,0.68013544,0.021233859,Transporter,-90.47963214,0,-2.859787658,0.002163749,-1.719939422,0.042721727,3,0.003,0,0.007268477,0.12528449,0.007237082
NK,HMDB0000169,D-Mannose,Fibro,SLC2A3,0.354830236,0.246166667,0.428216704,Transporter,-89.897025,0,-2.841373207,0.002291654,-1.719939422,0.042721727,3,0.003,0,0.007675173,0.12528449,0.007237082
pDC,HMDB0000195,Inosine,Oligo,SLC29A1,0.008881173,0.613240418,0.010687023,Transporter,-77.27911518,0,-2.442559221,0.007377971,-1.719939422,0.042721727,3,0.003,0,0.022838383,0.12528449,0.007237082
Myeloid,HMDB0000207,Oleic acid,NK,SLC27A5,0.034803836,0.379333333,0.021,Transporter,-96.45997637,0,-3.04880826,0.001179003,-1.719939422,0.042721727,3,0.003,0,0.004076996,0.12528449,0.007237082
