B	CD4+ T	CD8+ T1	CD8+ T2	CD8+ T3	DNAJB1+PTGDR+ NK	Endo	Epi	Fibro	KLRC2+PTGDR+ NK	Mast	Myeloid	Oligo	pDC	PTGDR- NK	PTGDR+ NK1	PTGDR+ NK2	PTGDS+PTGDR+ NK
GSM1019257	-0.103953321112492	-0.298369623961753	-0.0318941444635481	-0.291025236718519	-0.407637301433621	-0.143264588158644	0.258084706398104	-0.361919605161961	0.0920866676840345	-0.17803276324231	-0.127654253572292	0.0340860765336451	-0.466788122484139	-0.324906115433967	0.141934125312159	-0.258620758980665	-0.164133545380019	-0.338158663569958
GSM1019258	-0.278067001860333	-0.263066399590972	0.0630744745747958	-0.209911687368102	-0.377844981466649	-0.224942817773784	0.148614062394967	-0.277083659880573	0.108690560959821	-0.177526555980208	0.0371234227431249	0.137719059172908	-0.447929711983603	-0.350852164525368	0.219216826392245	-0.156286727947937	-0.109690292152275	-0.257120785889348
GSM1019259	-0.193544368105457	-0.298086292776411	-0.0174157458108019	-0.269998836054957	-0.423566941670511	-0.241985337171298	0.101246547433283	-0.274978276406445	0.0472779228049003	-0.288926831754778	-0.18494543418658	-0.0286089060806746	-0.454215482125265	-0.267260559718549	0.0784880777180411	-0.284385252721706	-0.15341883436077	-0.326094181053972
GSM1019260	0.0141864521873198	-0.188220468425657	0.135808422279136	-0.215501926260837	-0.457831802956558	-0.156352133224371	0.180766478151512	-0.379613520065401	0.158789602008632	-0.0562256181666294	-0.082827983260289	0.058202968650772	-0.439389710020226	-0.280146442964732	0.300552378761365	-0.11587412926051	-0.00314586952638536	-0.251949961123227
GSM1019261	-0.0838799056091412	-0.148764922644759	-0.0208598456332717	-0.335911187107638	-0.416376148015757	-0.230442755752653	-0.0663084314430165	-0.296941396461377	-0.0621032173886637	-0.110064221772145	-0.261774013820968	-0.198007485644277	-0.396336941169971	-0.182343232716162	0.115473884700879	-0.201272889938006	-0.176656620801785	-0.186749455149593
GSM1019264	-0.132392181208469	-0.300148436590886	0.000540426716667884	-0.324476212193395	-0.429644629238361	-0.169028640547845	0.15417098546953	-0.206447602442085	0.0815000759985667	-0.178866080790661	-0.085784032032281	0.103684736132171	-0.412774222149616	-0.293452414713588	0.137471369236168	-0.217038933536595	-0.0895309120082287	-0.27869146251438
GSM1019265	-0.197987549614802	-0.235717492899009	0.045089623118786	-0.308013357015984	-0.42289504643974	-0.165678639557485	-0.0352041925297256	-0.235653696870294	0.0990002879286766	-0.175361239090785	-0.125934238428402	0.138477010346087	-0.455117407059237	-0.285455448010601	0.211988926225733	-0.227566787194523	-0.0447681463220977	-0.35211093360484
GSM1019268	0.0443124756907954	-0.255136639592593	-0.142809364828261	-0.371926248562341	-0.434217327348144	-0.212884787386442	0.0808523557728078	-0.37441874264887	0.0657082475043812	-0.28582348825648	-0.144106303164659	-0.0660102718426688	-0.374149506901931	-0.211354998924218	0.0753236324716011	-0.26243377057085	-0.204255053981824	-0.261174505975175
GSM1019270	-0.285098224182909	-0.309982341271491	-0.100535630930576	-0.33990185852933	-0.445111498166514	-0.213378570593274	0.108333780055019	-0.276587266082262	0.0507304800378535	-0.289184890822148	-0.0592318964759597	-0.00825392768092503	-0.416914398247178	-0.29231631692286	0.0849766897480926	-0.303391535566954	-0.2316134816815	-0.268552009881027
GSM1019272	-0.232945621884842	-0.299034967763093	-0.223092788997464	-0.238500580860656	-0.344992966708239	-0.292355838944832	0.00716390564704386	-0.306774467838649	0.0574069456044588	-0.15574653124841	-0.0794994857609241	-0.00228808202428403	-0.463448670971694	-0.30741663318792	-0.035742777322567	-0.361200348291102	-0.101112960747925	-0.282041900178014
GSM1019273	-0.259814402891996	-0.158474242760783	0.0955518827541117	-0.243925452721768	-0.38422796937739	-0.163950905097675	-0.0519600779020978	-0.422779640865329	0.0198001874983892	-0.22448565249612	-0.148013381348742	0.281096600595302	-0.409954021913733	-0.240062337480539	0.213045636397788	-0.119064737500605	-0.0172647429029531	-0.322815470752996
GSM1019274	-0.241808082765291	-0.321444828350309	-0.143698796692517	-0.412059310891004	-0.399006734194617	-0.239010139155	0.0103115904885068	-0.267508448548075	0.00442337653044508	-0.259775002431529	-0.257646149080168	-0.0306367095614996	-0.445400164711481	-0.295445915694231	0.0260769238875419	-0.299241130117414	-0.0168789710571433	-0.346790677013659
GSM1019275	-0.237841688768661	-0.202512034879294	0.063994593665186	-0.266400585451635	-0.451356153840546	-0.179402208403354	0.110422671094829	-0.267961191666168	0.159155472101133	-0.235083024918838	-0.0440570514134052	0.142691052204339	-0.476445840449177	-0.348252852819611	0.131773814429273	-0.164294679246813	-0.0558750214255038	-0.289103201633773
GSM1019283	-0.143682058211318	-0.250562746481625	0.0024591421155668	-0.226753752963466	-0.403279020790163	-0.214707212101591	0.226230021878813	-0.372871756829745	0.140031577761387	-0.194628607333641	-0.135446059287581	0.121633824513767	-0.447936981628305	-0.275415094987737	0.148914134658367	-0.240139254507495	-0.0120660287059252	-0.265495765182817
